sample_index,controller_time,wind_enabled,x,y,z,roll,pitch,yaw,target_x,target_y,target_z,target_yaw,error_x_world,error_y_world,error_z,error_forward,error_left,yaw_error,vx_setpoint,vy_setpoint,vz_setpoint,yaw_rate_setpoint
118,1777301452.1790102,0,-0.9921667094907849,-1.0023127440962394,2.6277495754052964,-0.0802468084421128,0.09089108156982571,-2.193901469427483,0.0,0.0,1.0,-3.1,0.9921667094907849,1.0023127440962394,-1.6277495754052964,-1.3929368221600096,0.22079996800334767,-0.9060985305725171,-0.4875278877560033,0.07727998880117168,-0.6,-0.9060985305725171
119,1777301452.2829428,0,-0.9117581307877847,-0.9800073332336479,2.5651521158918973,-0.06480830318170976,0.06727290751486388,-2.3234886966215185,0.0,0.0,1.0,-3.1,0.9117581307877847,0.9800073332336479,-1.5651521158918973,-1.3385428973425186,0.0,-0.7765113033784816,-0.4684900140698815,0.0,-0.6,-0.7765113033784816
120,1777301452.379801,0,-0.8490749083036349,-0.9555438887530128,2.519640238972459,-0.05468309746061367,0.06301639197284349,-2.378388604730807,0.0,0.0,1.0,-3.1,0.8490749083036349,0.9555438887530128,-1.519640238972459,-1.2740731768329108,-0.10358505354997194,-0.7216113952691932,-0.44592561189151875,-0.03625476874249017,-0.6,-0.7216113952691932
121,1777301452.4817104,0,-0.7828905121839798,-0.924953203642681,2.4737944431278955,-0.05459263550531616,0.042449037716521094,-2.423121100679507,0.0,0.0,1.0,-3.1,0.7828905121839798,0.924953203642681,-1.4737944431278955,-1.1982063020865539,-0.18099071975275205,-0.676878899320493,-0.4193722057302938,-0.06334675191346321,-0.6,-0.676878899320493
122,1777301452.5985255,0,-0.7423828592750665,-0.9042606815571592,2.4455367637401917,-0.037644158300851986,0.04732691752097854,-2.4578493253205216,0.0,0.0,1.0,-3.1,0.7423828592750665,0.9042606815571592,-1.4455367637401917,-1.1467260721203276,-0.23203233713240584,-0.6421506746794785,-0.40135412524211467,-0.08121131799634204,-0.6,-0.6421506746794785
123,1777301452.6780493,0,-0.6450143170239006,-0.8516927421423371,2.3804074846946444,-0.014513594221036374,0.04303725794039432,-2.5248691813994135,0.0,0.0,1.0,-3.1,0.6450143170239006,0.8516927421423371,-1.3804074846946444,-1.0187779725143384,-0.32173815270079,-0.5751308186005866,-0.3565722903800184,-0.11260835344527649,-0.6,-0.5751308186005866
124,1777301452.7825198,0,-0.6024465119106718,-0.8263139060318737,2.352135273682932,-0.010588938685711362,0.04441281559596066,-2.523417311708959,0.0,0.0,1.0,-3.1,0.6024465119106718,0.8263139060318737,-1.352135273682932,-0.9698456459058273,-0.32424665631660077,-0.5765826882910413,-0.3394459760670395,-0.11348632971081025,-0.6,-0.5765826882910413
125,1777301452.8831956,0,-0.5036294543498491,-0.765438842481643,2.2881754332394926,-0.012271713571946804,5.091965314206738e-05,-2.59037233861882,0.0,0.0,1.0,-3.1,0.5036294543498491,0.765438842481643,-1.2881754332394926,-0.8299160362064575,-0.38830222986190305,-0.5096276613811801,-0.2904706126722601,-0.13590578045166607,-0.6,-0.5096276613811801
126,1777301452.9810116,0,-0.44087662689945356,-0.7265057977004123,2.2490668338664697,-0.003325368065841955,-0.008919960655334258,-2.620185061638523,0.0,0.0,1.0,-3.1,0.44087662689945356,0.7265057977004123,-1.2490668338664697,-0.7441658581517867,-0.4103657512509632,-0.4798149383614771,-0.26045805035312536,-0.1436280129378371,-0.6,-0.4798149383614771
127,1777301453.096519,0,-0.3800736040760915,-0.6878989519028867,2.2104760194657187,-0.004445729926324245,-0.021012601496222354,-2.6477900885643835,0.0,0.0,1.0,-3.1,0.3800736040760915,0.6878989519028867,-1.2104760194657187,-0.6607175306274579,-0.42557403265005933,-0.4522099114356166,-0.23125113571961023,-0.14895091142752076,-0.6,-0.4522099114356166
128,1777301453.179797,0,-0.30201619589277656,-0.6360727326877309,2.159503786331036,-0.0035351830179864967,-0.03521458090709381,-2.6853175051150235,0.0,0.0,1.0,-3.1,0.30201619589277656,0.6360727326877309,-1.1595037863310358,-0.5513782497910139,-0.4379318777022059,-0.41468249488497655,-0.19298238742685486,-0.15327615719577203,-0.6,-0.41468249488497655
129,1777301453.2822034,0,-0.2378059112203739,-0.5876125697558002,2.111988756716037,0.008510319311093854,-0.02284256485517551,-2.6908962692584915,0.0,0.0,1.0,-3.1,0.2378059112203739,0.5876125697558002,-1.1119887567160371,-0.4700191795713663,-0.4253494497250787,-0.40910373074150863,-0.1645067128499782,-0.14887230740377755,-0.6,-0.40910373074150863
130,1777301453.3965082,0,-0.17969858551838802,-0.5442594132140823,2.0697918291752897,0.015964051722171368,-0.026086157735475086,-2.702953445176484,0.0,0.0,1.0,-3.1,0.17969858551838802,0.5442594132140823,-1.0697918291752897,-0.393837867958093,-0.416415206580728,-0.39704655482351603,-0.13784325378533255,-0.1457453223032548,-0.6,-0.39704655482351603
131,1777301453.5130882,0,-0.13871079827975008,-0.5191333868496352,2.041351748385846,0.028507043040953913,-0.046607763495699506,-2.733263901185039,0.0,0.0,1.0,-3.1,0.13871079827975008,0.5191333868496352,-1.0413517483858459,-0.33344221683390957,-0.4213744735200111,-0.3667360988149611,-0.11670477589186834,-0.14748106573200387,-0.6,-0.3667360988149611
132,1777301453.605155,0,-0.08250010967430722,-0.4674067983899373,1.9933236353288832,0.013160872750833708,-0.04898797741226939,-2.74394136312791,0.0,0.0,1.0,-3.1,0.08250010967430722,0.4674067983899373,-0.9933236353288832,-0.2570680166423216,-0.3989879924220619,-0.35605863687209016,-0.08997380582481256,-0.13964579734772165,-0.6,-0.35605863687209016
133,1777301453.6929986,0,-0.045575608313689626,-0.4414533182332418,1.9646671499673185,0.026025384638977262,-0.043188058209642076,-2.763102031583216,0.0,0.0,1.0,-3.1,0.045575608313689626,0.4414533182332418,-0.9646671499673185,-0.20547502137343798,-0.3933677463187442,-0.3368979684167841,-0.0719162574807033,-0.13767871121156047,-0.6,-0.3368979684167841
134,1777301453.797603,0,0.0004439324117764798,-0.39852795062882845,1.9194375658297202,0.045234687799635416,-0.057640267014874146,-2.7877332235694556,0.0,0.0,1.0,-3.1,-0.0004439324117764798,0.39852795062882845,-0.9194375658297202,-0.13768175222167092,-0.3739899191336186,-0.31226677643054446,-0.04818861327758482,-0.13089647169676652,-0.5976344177893181,-0.31226677643054446
135,1777301453.8999274,0,0.02739273766723182,-0.3720413596238973,1.8902892057700855,0.03529389685865383,-0.054678559196423566,-2.795295663830773,0.0,0.0,1.0,-3.1,-0.02739273766723182,0.3720413596238973,-0.8902892057700855,-0.10051055057907124,-0.3592530648025091,-0.3047043361692272,-0.03517869270267493,-0.12573857268087818,-0.5786879837505556,-0.3047043361692272
136,1777301454.0028477,0,0.05963756159977827,-0.3382762224053969,1.8504181973276315,0.018070869715193415,-0.04620194056444154,-2.8011620936437795,0.0,0.0,1.0,-3.1,-0.05963756159977827,0.3382762224053969,-0.8504181973276315,-0.0567330327043095,-0.3387754483409396,-0.2988379063562206,-0.019856561446508325,-0.11857140691932885,-0.5527718282629605,-0.2988379063562206
137,1777301454.1275153,0,0.09965348342768858,-0.2986875397895568,1.805297823817145,0.04696287362999691,-0.05272674103277692,-2.8353008158861055,0.0,0.0,1.0,-3.1,-0.09965348342768858,0.2986875397895568,-0.8052978238171451,0.0,-0.3148341225480251,-0.2646991841138946,0.0,-0.11019194289180878,-0.5234435854811443,-0.2646991841138946
138,1777301454.2181106,0,0.11894676790425406,-0.27323016036893455,1.7714545690408399,0.03713380027283014,-0.054063049152971714,-2.8413111310079793,0.0,0.0,1.0,-3.1,-0.11894676790425406,0.27323016036893455,-0.7714545690408399,0.03280577211047139,-0.29618716286554014,-0.2586888689920208,0.011482020238664986,-0.10366550700293904,-0.5014454698765459,-0.2586888689920208
139,1777301454.3025064,0,0.13024483820669103,-0.25664311690169356,1.7483723751065645,0.03108730622394563,-0.04794677906726984,-2.8473025601831097,0.0,0.0,1.0,-3.1,-0.13024483820669103,0.25664311690169356,-0.7483723751065645,0.050203350863474785,-0.28338848052555404,-0.2526974398168904,0.017571172802216175,-0.09918596818394392,-0.4864420438192669,-0.2526974398168904
140,1777301454.40588,0,0.14498498199333995,-0.23284568977137376,1.7140917402968296,0.03605089502113209,-0.0516627210519254,-2.859220286838215,0.0,0.0,1.0,-3.1,-0.14498498199333995,0.23284568977137376,-0.7140917402968296,0.07436423617660039,-0.26402219722323866,-0.24077971316178504,0.026027482661810136,-0.09240776902813352,-0.4641596311929393,-0.24077971316178504
141,1777301454.5292716,0,0.15775707375182116,-0.20761080862101636,1.6758404666700464,0.00887627145712923,-0.04851864775137398,-2.8683690930107733,0.0,0.0,1.0,-3.1,-0.15775707375182116,0.20761080862101636,-0.6758404666700464,0.09588420293100959,-0.24247837388784757,-0.23163090698922684,0.033559471025853355,-0.08486743086074665,-0.43929630333553016,-0.23163090698922684
142,1777301454.6163,0,0.16230507394228663,-0.19731557239330935,1.6595504069982079,0.003909112633468489,-0.04324534209976744,-2.8701467033350565,0.0,0.0,1.0,-3.1,-0.16230507394228663,0.19731557239330935,-0.6595504069982079,0.10345696218982159,-0.23360870940691458,-0.22985329666494358,0.03620993676643755,-0.08176304829242009,-0.42870776454883514,-0.22985329666494358
143,1777301454.6893518,0,0.1688294824547735,-0.18179247207872803,1.6333304826635624,0.010658314779641895,-0.04377780285172049,-2.8827998931130088,0.0,0.0,1.0,-3.1,-0.1688294824547735,0.18179247207872803,-0.6333304826635624,0.1166842142171125,-0.21894449342921776,-0.21720010688699132,0.04083947497598937,-0.07663057270022622,-0.4116648137313156,-0.21720010688699132
144,1777301454.7882667,0,0.1731712109046896,-0.16885494537383866,1.6066530276936362,-0.016933651512812536,-0.02710009057443279,-2.8894376435276428,0.0,0.0,1.0,-3.1,-0.1731712109046896,0.16885494537383866,-0.6066530276936362,0.125567163591621,-0.20671997554893823,-0.21056235647235735,0.04394850725706735,-0.07235199144212838,-0.3943244680008635,-0.21056235647235735
145,1777301454.8893907,0,0.17561807948581903,-0.15553267373805094,1.5817130574182514,-0.034612755366501165,0.0234964673066296,-2.8875406480660146,0.0,0.0,1.0,-3.1,-0.17561807948581903,0.15553267373805094,-0.5817130574182514,0.13089137930228972,-0.19467811707210078,-0.21245935193398546,0.0458119827558014,-0.06813734097523527,-0.37811348732186345,-0.21245935193398546
146,1777301454.9926682,0,0.17641905770023422,-0.14510769537301477,1.559223857113088,0.04321761137805977,-0.03368777633659067,-2.9156202498057753,0.0,0.0,1.0,-3.1,-0.17641905770023422,0.14510769537301477,-0.5592238571130881,0.13942192115756935,-0.18094600044499115,-0.1843797501942248,0.04879767240514927,-0.0633311001557469,-0.36349550712350726,-0.1843797501942248
147,1777301455.095859,0,0.17775322330278936,-0.1347984922244157,1.5394381570201978,0.02568800988962685,-0.03212649569448367,-2.914381640693171,0.0,0.0,1.0,-3.1,-0.17775322330278936,0.1347984922244157,-0.5394381570201978,0.14281983077391858,-0.1713748459903507,-0.18561835930682902,0.0499869407708715,-0.05998119609662274,-0.3506348020631286,-0.18561835930682902
148,1777301455.1867187,0,0.17927134246541343,-0.12660061176069867,1.5245590185068219,0.013565552786451216,-0.0008795178980844329,-2.9193357135303617,0.0,0.0,1.0,-3.1,-0.17927134246541343,0.12660061176069867,-0.5245590185068219,0.14695492726544515,-0.16300361492906354,-0.1806642864696384,0.0514342245429058,-0.05705126522517223,-0.3409633620294342,-0.1806642864696384
149,1777301455.2892017,0,0.17840145370286264,-0.11863259035502977,1.5049433874359974,0.011585187358262536,-0.049729254120164094,-2.9226483690510654,0.0,0.0,1.0,-3.1,-0.17840145370286264,0.11863259035502977,-0.5049433874359974,0.14837562074805435,-0.15454916805103963,-0.1773516309489347,0.05193146726181902,-0.05409220881786387,-0.32821320183339836,-0.1773516309489347
150,1777301455.3891225,0,0.1779152800671851,-0.11223078687794272,1.488749296987845,0.02292477588852025,-0.024041695944143626,-2.936308371981723,0.0,0.0,1.0,-3.1,-0.1779152800671851,0.11223078687794272,-0.4887492969878451,0.15130186749557753,-0.1461415112039622,-0.16369162801827697,0.052955653623452136,-0.05114952892138677,-0.3176870430420993,-0.16369162801827697
151,1777301455.496207,0,0.17704845531093705,-0.10716428534319368,1.4736393690117089,0.050090717749815605,-0.03831575193129034,-2.9522596253180513,0.0,0.0,1.0,-3.1,-0.17704845531093705,0.10716428534319368,-0.4736393690117089,0.15371586119105987,-0.1385704643832773,-0.14774037468194878,0.05380055141687095,-0.04849966253414705,-0.3078655898576108,-0.14774037468194878
152,1777301455.5895774,0,0.17588073322440112,-0.10291125676569285,1.4594177326937419,0.04668946658956705,-0.035859318678016,-2.954147166565335,0.0,0.0,1.0,-3.1,-0.17588073322440112,0.10291125676569285,-0.45941773269374186,0.1536224277866557,-0.1338839376832825,-0.14585283343466493,0.05376784972532949,-0.04685937818914887,-0.29862152625093225,-0.14585283343466493
153,1777301455.6884706,0,0.17421958546535166,-0.09975938689628018,1.4461046650749245,0.018578606802076167,-0.035291316195513824,-2.9539775453438195,0.0,0.0,1.0,-3.1,-0.17421958546535166,0.09975938689628018,-0.4461046650749245,0.15255559370884172,-0.1305036017195828,-0.14602245465618055,0.053394457798094604,-0.04567626060185398,-0.28996803229870094,-0.14602245465618055
154,1777301455.7953043,0,0.17286845351472802,-0.0976678252653431,1.434730977750296,0.030053171072265728,-0.0282800294168585,-2.9603337526579825,1.0,1.0,2.0,3.1,0.827131546485272,1.0976678252653431,0.5652690222497041,-1.0114554668165487,-0.9305799742422911,-0.22285155452160432,-0.35400941338579206,-0.3257029909848019,0.36742486446230765,-0.22285155452160432
155,1777301455.888578,0,0.17123056279567211,-0.09618959773439742,1.4238135282263673,0.041041051616658386,-0.04043866405356803,-2.9708518366785492,1.0,1.0,2.0,3.1,0.8287694372043279,1.0961895977343974,0.5761864717736327,-1.0029746859123747,-0.9394318461943113,-0.21233347050103668,-0.3510411400693311,-0.32880114616800893,0.37452120665286126,-0.21233347050103668
156,1777301455.9891675,0,0.17086187851912504,-0.09470884731790499,1.4189349138586427,-0.03152694103733609,-0.0293315758253797,-2.957687505245393,1.0,1.0,2.0,3.1,0.829138121480875,1.094708847317905,0.5810650861413573,-1.0153460965556824,-0.9246241339582638,-0.22549780193419292,-0.3553711337944888,-0.3236184468853923,0.37769230599188225,-0.22549780193419292
157,1777301456.0891902,0,0.17149410431685191,-0.09144677069609213,1.4213013049531509,-0.02409089907927801,0.02102880247240647,-2.982942217915417,1.0,1.0,2.0,3.1,0.8285058956831481,1.0914467706960922,0.5786986950468491,-0.9905340374537899,-0.9468476081662546,-0.20024308926417003,-0.34668691310882643,-0.3313966628581891,0.3761541517804519,-0.20024308926417003
158,1777301456.191466,0,0.1766164550938716,-0.08399771361335925,1.4315793533970818,-0.05218198729298695,0.028929147147718593,-2.9921813263570587,1.0,1.0,2.0,3.1,0.8233835449061284,1.0839977136133592,0.5684206466029182,-0.9755697387268556,-0.949355144306696,-0.19100398082252767,-0.3414494085543994,-0.3322743005073436,0.3694734202918969,-0.19100398082252767
159,1777301456.3011148,0,0.18708483709815338,-0.07165113016701277,1.4494510942785956,-0.0776591735722618,0.013119879266459513,-2.9897261857927746,1.0,1.0,2.0,3.1,0.8129151629018466,1.0716511301670129,0.5505489057214044,-0.9656818681277738,-0.9363363372385077,-0.1934591213868118,-0.3379886538447208,-0.3277177180334777,0.35785678871891285,-0.1934591213868118
160,1777301456.3903692,0,0.20236662144701975,-0.053568608965793754,1.470737417304028,-0.04545967219745808,0.03270371254116318,-3.002503995471629,1.0,1.0,2.0,3.1,0.7976333785529802,1.0535686089657939,0.529262582695972,-0.9359978560568512,-0.9328096450171053,-0.18068131170795734,-0.3275992496198979,-0.32648337575598685,0.34402067875238185,-0.18068131170795734
161,1777301456.4913886,0,0.22287773297908556,-0.030676760748923643,1.4938667431474806,-0.01790291301021238,0.011002568900635612,-3.0146512709994986,1.0,1.0,2.0,3.1,0.7771222670209145,1.0306767607489236,0.5061332568525194,-0.9013537847201242,-0.9239994360487064,-0.16853403618008778,-0.31547382465204343,-0.3233998026170472,0.3289866169541376,-0.16853403618008778
162,1777301456.5894704,0,0.2475198822394577,-0.0030389867029333288,1.5177307690000792,-0.03899132878353939,0.02540620211716694,-3.0186270766826984,1.0,1.0,2.0,3.1,0.7524801177605422,1.0030389867029332,0.4822692309999208,-0.8698270088682792,-0.9031691486727328,-0.16455823049688803,-0.3044394531038977,-0.31610920203545645,0.31347500014994856,-0.16455823049688803
163,1777301456.6932404,0,0.2764459462517973,0.02917259851159547,1.5414459571519321,-0.06258880071059261,0.027179647695166304,-3.0213236317165446,1.0,1.0,2.0,3.1,0.7235540537482027,0.9708274014884045,0.4585540428480679,-0.8348065673996523,-0.8770030257659289,-0.1618616754630422,-0.29218229858987826,-0.3069510590180751,0.29806012785124414,-0.1618616754630422
164,1777301456.7997153,0,0.31177466233867496,0.06833310877580868,1.567696250686407,-0.02281165232804655,0.012705244562093895,-3.031519159138835,1.0,1.0,2.0,3.1,0.688225337661325,0.9316668912241913,0.43230374931359306,-0.7864050831163135,-0.8504259855220899,-0.15166614804075199,-0.27524177909070974,-0.29764909493273145,0.2809974370538355,-0.15166614804075199
165,1777301456.899675,0,0.34844195876312223,0.10782521218562544,1.587226632316708,-0.014348879219338835,0.010622787170009789,-3.0423504792266085,1.0,1.0,2.0,3.1,0.6515580412368778,0.8921747878143745,0.4127733676832921,-0.7367481698952647,-0.8232289276185814,-0.14083482795297744,-0.2578618594633426,-0.28813012466650345,0.2683026889941399,-0.14083482795297744
166,1777301457.0034068,0,0.3859787053189487,0.14950512795287277,1.6063952875943144,-0.01966984399298327,0.010100012767487829,-3.0490139972211048,1.0,1.0,2.0,3.1,0.6140212946810513,0.8504948720471273,0.3936047124056856,-0.6900170907867638,-0.7900886609251047,-0.13417130995848162,-0.2415059817753673,-0.2765310313237866,0.25584306306369564,-0.13417130995848162
167,1777301457.0988922,0,0.42510910200826335,0.19172491139754438,1.624037698688,-0.011409469543989201,0.0019409908025375252,-3.0560136042413486,1.0,1.0,2.0,3.1,0.5748908979917366,0.8082750886024557,0.3759623013119999,-0.6418740090649224,-0.7561784974038713,-0.12717170293823823,-0.22465590317272283,-0.26466247409135496,0.24437549585279997,-0.12717170293823823
168,1777301457.2025928,0,0.46551600155757694,0.23440808140986896,1.6399849819823562,-0.015180586578988697,-0.0053643859307795595,-3.0578313853948096,1.0,1.0,2.0,3.1,0.534483998442423,0.765591918590131,0.3600150180176438,-0.5966621289599813,-0.7181910847862569,-0.12535392178477725,-0.20883174513599342,-0.2513668796751899,0.23400976171146848,-0.12535392178477725
169,1777301457.3052707,0,0.5064291181773873,0.27714818008636793,1.6543251369913738,-0.012660626882713737,-0.01281133134953963,-3.0671883368247763,1.0,1.0,2.0,3.1,0.49357088182261266,0.722851819913632,0.34567486300862615,-0.545938992642579,-0.6841619583461269,-0.11599697035481006,-0.19107864742490263,-0.2394566854211444,0.224688660955607,-0.11599697035481006
170,1777301457.3985884,0,0.5471824645873695,0.31924360922712947,1.6672494040595103,0.0014885791474462437,-0.024075081543127805,-3.06921411906303,1.0,1.0,2.0,3.1,0.4528175354126305,0.6807563907728705,0.3327505959404897,-0.5008611175640524,-0.6462283844491534,-0.11397118811655663,-0.17530139114741833,-0.22617993455720367,0.21628788736131832,-0.11397118811655663
171,1777301457.4981413,0,0.5871020987843981,0.36182495983140556,1.678204735943545,-0.0011081895468455778,-0.022916500701693352,-3.0697580215209204,1.0,1.0,2.0,3.1,0.4128979012156019,0.6381750401685944,0.321795264056455,-0.4576366911032806,-0.6068943216726257,-0.11342728565866647,-0.1601728418861482,-0.21241301258541898,0.20916692163669573,-0.11342728565866647
172,1777301457.5916831,0,0.6104538324564837,0.3869754068870515,1.6846206696052373,0.0012559576784721548,-0.02646421384253608,-3.0781731008060387,1.0,1.0,2.0,3.1,0.38954616754351634,0.6130245931129485,0.31537933039476274,-0.42761473448016407,-0.5871039152182485,-0.10501220637354816,-0.14966515706805741,-0.20548637032638695,0.20499656475659578,-0.10501220637354816
173,1777301457.6999617,0,0.6636127143217954,0.44324941146083807,1.6975185336392373,0.008850076504704131,-0.03534768562794462,-3.082769703463413,1.0,1.0,2.0,3.1,0.33638728567820464,0.5567505885391619,0.3024814663607627,-0.36853630894834266,-0.536011765534475,-0.10041560371617321,-0.12898770813191993,-0.18760411793706624,0.19661295313449575,-0.10041560371617321
174,1777301457.7999096,0,0.6994403460262945,0.481500838419145,1.7060209327540314,0.01332351560607569,-0.04025479928389319,-3.0791966884278263,1.0,1.0,2.0,3.1,0.30055965397370554,0.518499161580855,0.29397906724596856,-0.3323060329659654,-0.4987486206610159,-0.10398861875176049,-0.11630711153808788,-0.17456201723135556,0.19108639370987957,-0.10398861875176049
175,1777301457.8942606,0,0.7235719596802614,0.5067784846435577,1.7112968248444989,0.01076995060396423,-0.04429007525723125,-3.0839507411868237,1.0,1.0,2.0,3.1,0.27642804031973855,0.4932215153564423,0.28870317515550115,-0.3043834292590353,-0.47647733700358313,-0.09923456599276317,-0.10653420024066235,-0.1667670679512541,0.18765706385107575,-0.09923456599276317
176,1777301457.999285,0,0.7651173427896545,0.5514146540497038,1.7204164464992038,0.018377401454002382,-0.05261980095491343,-3.087595404665136,1.0,1.0,2.0,3.1,0.2348826572103455,0.4485853459502962,0.2795835535007962,-0.2587509218119578,-0.4352546791488883,-0.09558990251445044,-0.09056282263418522,-0.1523391377021109,0.18172930977551754,-0.09558990251445044
177,1777301458.097482,0,0.7913973390205717,0.5801756985075972,1.7255875961249576,0.028274567016299993,-0.05115188832071564,-3.0929758398198994,1.0,1.0,2.0,3.1,0.20860266097942826,0.4198243014924028,0.2744124038750424,-0.22875866393954505,-0.40919064989791315,-0.09020946735968696,-0.08006553237884076,-0.14321672746426958,0.17836806251877757,-0.09020946735968696
178,1777301458.2099662,0,0.8160055807134998,0.6071218662148694,1.7302172222425376,0.027644721388572307,-0.05605816122010167,-3.095474735518911,1.0,1.0,2.0,3.1,0.18399441928650018,0.3928781337851306,0.2697827777574624,-0.20191108815794892,-0.38397797699078573,-0.08771057166067589,-0.07066888085528211,-0.134392291946775,0.17535880554235056,-0.08771057166067589
179,1777301458.3345308,0,0.8481974413599432,0.6430977677506359,1.736084403157158,0.03017525954223735,-0.05556393056300209,-3.10284834533437,1.0,1.0,2.0,3.1,0.15180255864005676,0.3569022322493641,0.26391559684284194,-0.16551310665171495,-0.3507543751982931,-0.08033696184521613,-0.05792958732810023,-0.12276403131940258,0.17154513794784726,-0.08033696184521613
