dt,pos_x,pos_y,pos_z,roll,pitch,yaw,tar_x,tar_y,tar_z,tar_yaw,err_x,err_y,err_z,overall_error
0.02,1.9691,-1.9922,1.9949,-0.00037,-0.00017,-1.56574,2.0,-2.0,2.0,4.71,0.0309,-0.0078,0.0051,0.0323
0.02,1.9699,-1.9923,1.9949,-5e-05,0.00067,-1.56624,2.0,-2.0,2.0,4.71,0.0301,-0.0077,0.0051,0.0315
0.02,1.9707,-1.9923,1.9945,-0.00011,-0.00053,-1.5658,2.0,-2.0,2.0,4.71,0.0293,-0.0077,0.0055,0.0308
0.02,1.9714,-1.9924,1.9939,-0.00073,0.00022,-1.56568,2.0,-2.0,2.0,4.71,0.0286,-0.0076,0.0061,0.0302
0.02,1.9722,-1.9925,1.9931,0.0003,0.0002,-1.56626,2.0,-2.0,2.0,4.71,0.0278,-0.0075,0.0069,0.0297
0.02,1.9729,-1.9926,1.9924,-0.00085,-0.00043,-1.56578,2.0,-2.0,2.0,4.71,0.0271,-0.0074,0.0076,0.0291
0.02,1.9736,-1.9927,1.9922,0.00074,0.00023,-1.56627,2.0,-2.0,2.0,4.71,0.0264,-0.0073,0.0078,0.0285
0.02,1.9742,-1.9928,1.9922,0.00067,0.00064,-1.56613,2.0,-2.0,2.0,4.71,0.0258,-0.0072,0.0078,0.0279
0.02,1.9748,-1.9929,1.9923,0.00017,-0.00031,-1.56628,2.0,-2.0,2.0,4.71,0.0252,-0.0071,0.0077,0.0273
0.02,1.9754,-1.993,1.9926,-0.00107,-4e-05,-1.56635,2.0,-2.0,2.0,4.71,0.0246,-0.007,0.0074,0.0266
0.02,1.976,-1.9931,1.9928,-0.00098,-0.0008,-1.56627,2.0,-2.0,2.0,4.71,0.024,-0.0069,0.0072,0.026
0.02,1.9766,-1.9932,1.9932,-0.00032,0.00061,-1.56651,2.0,-2.0,2.0,4.71,0.0234,-0.0068,0.0068,0.0253
0.02,1.9773,-1.9932,1.9935,0.00073,0.00016,-1.56628,2.0,-2.0,2.0,4.71,0.0227,-0.0068,0.0065,0.0246
0.02,1.9779,-1.9933,1.9937,-0.0007,-0.00035,-1.56635,2.0,-2.0,2.0,4.71,0.0221,-0.0067,0.0063,0.024
0.02,1.9785,-1.9934,1.9937,0.00053,-0.00012,-1.56633,2.0,-2.0,2.0,4.71,0.0215,-0.0066,0.0063,0.0234
0.02,1.979,-1.9934,1.9938,-0.0006,2e-05,-1.5663,2.0,-2.0,2.0,4.71,0.021,-0.0066,0.0062,0.0228
0.02,1.9796,-1.9935,1.9938,9e-05,-0.0001,-1.56632,2.0,-2.0,2.0,4.71,0.0204,-0.0065,0.0062,0.0223
0.02,1.9801,-1.9935,1.9939,-0.00091,-9e-05,-1.56629,2.0,-2.0,2.0,4.71,0.0199,-0.0065,0.0061,0.0218
0.02,1.9807,-1.9936,1.9939,0.0003,-2e-05,-1.5663,2.0,-2.0,2.0,4.71,0.0193,-0.0064,0.0061,0.0212
0.02,1.9813,-1.9936,1.9939,-0.00055,-4e-05,-1.56629,2.0,-2.0,2.0,4.71,0.0187,-0.0064,0.0061,0.0207
0.02,1.9818,-1.9936,1.9939,0.00052,-5e-05,-1.56629,2.0,-2.0,2.0,4.71,0.0182,-0.0064,0.0061,0.0202
0.02,1.9823,-1.9937,1.9939,-0.00055,-5e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0177,-0.0063,0.0061,0.0197
0.02,1.9829,-1.9937,1.9939,0.00034,-4e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0171,-0.0063,0.0061,0.0193
0.02,1.9833,-1.9937,1.994,-0.00073,-3e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0167,-0.0063,0.006,0.0188
0.02,1.9839,-1.9937,1.994,0.0003,-3e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0161,-0.0063,0.006,0.0183
0.02,1.9843,-1.9937,1.994,-0.00062,-2e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0157,-0.0063,0.006,0.0179
0.02,1.9848,-1.9938,1.994,0.00047,-2e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0152,-0.0062,0.006,0.0175
0.02,1.9853,-1.9938,1.994,-0.00053,-2e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0147,-0.0062,0.006,0.0171
0.02,1.9858,-1.9938,1.994,0.00044,-2e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0142,-0.0062,0.006,0.0167
0.02,1.9862,-1.9938,1.994,-0.00062,-2e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0138,-0.0062,0.006,0.0163
0.02,1.9867,-1.9938,1.994,0.00036,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0133,-0.0062,0.006,0.0159
0.02,1.9871,-1.9938,1.994,-0.00062,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0129,-0.0062,0.006,0.0155
0.02,1.9875,-1.9938,1.994,0.00044,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0125,-0.0062,0.006,0.0152
0.02,1.9879,-1.9938,1.994,-0.00054,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0121,-0.0062,0.006,0.0148
0.02,1.9883,-1.9938,1.9941,0.00047,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0117,-0.0062,0.0059,0.0145
0.02,1.9887,-1.9938,1.9941,-0.00056,-1e-05,-1.56628,2.0,-2.0,2.0,4.71,0.0113,-0.0062,0.0059,0.0142
0.02,1.9891,-1.9938,1.9941,0.00042,-1e-05,-1.56629,2.0,-2.0,2.0,4.71,0.0109,-0.0062,0.0059,0.0139
0.02,1.9895,-1.9938,1.9941,-0.00059,-0.0,-1.56629,2.0,-2.0,2.0,4.71,0.0105,-0.0062,0.0059,0.0136
0.02,1.9899,-1.9938,1.9941,0.00043,-0.0,-1.56629,2.0,-2.0,2.0,4.71,0.0101,-0.0062,0.0059,0.0133
0.02,1.9902,-1.9938,1.9941,-0.00055,-0.0,-1.56629,2.0,-2.0,2.0,4.71,0.0098,-0.0062,0.0059,0.013
0.02,1.9906,-1.9938,1.9941,0.00047,-0.0,-1.56629,2.0,-2.0,2.0,4.71,0.0094,-0.0062,0.0059,0.0127
0.02,1.9909,-1.9938,1.9941,-0.00054,-0.0,-1.5663,2.0,-2.0,2.0,4.71,0.0091,-0.0062,0.0059,0.0125
0.02,1.9912,-1.9938,1.9941,0.00045,-0.0,-1.5663,2.0,-2.0,2.0,4.71,0.0088,-0.0062,0.0059,0.0122
0.02,1.9916,-1.9938,1.9941,-0.00056,-0.0,-1.5663,2.0,-2.0,2.0,4.71,0.0084,-0.0062,0.0059,0.012
0.02,1.9919,-1.9938,1.9942,0.00045,0.0,-1.5663,2.0,-2.0,2.0,4.71,0.0081,-0.0062,0.0058,0.0118
0.02,1.9922,-1.9938,1.9942,-0.00055,0.0,-1.56631,2.0,-2.0,2.0,4.71,0.0078,-0.0062,0.0058,0.0116
0.02,1.9925,-1.9938,1.9942,0.00047,0.0,-1.56631,2.0,-2.0,2.0,4.71,0.0075,-0.0062,0.0058,0.0114
0.02,1.9928,-1.9938,1.9942,-0.00053,-0.0,-1.56631,2.0,-2.0,2.0,4.71,0.0072,-0.0062,0.0058,0.0112
0.02,1.9931,-1.9938,1.9942,0.00047,0.0,-1.56631,2.0,-2.0,2.0,4.71,0.0069,-0.0062,0.0058,0.011
0.02,1.9933,-1.9938,1.9942,-0.00054,0.0,-1.56632,2.0,-2.0,2.0,4.71,0.0067,-0.0062,0.0058,0.0108
0.02,1.9936,-1.9938,1.9942,0.00046,0.0,-1.56632,2.0,-2.0,2.0,4.71,0.0064,-0.0062,0.0058,0.0106
0.02,1.9939,-1.9938,1.9942,-0.00054,0.0,-1.56632,2.0,-2.0,2.0,4.71,0.0061,-0.0062,0.0058,0.0105
0.02,1.9941,-1.9938,1.9942,0.00047,0.0,-1.56632,2.0,-2.0,2.0,4.71,0.0059,-0.0062,0.0058,0.0103
0.02,1.9944,-1.9938,1.9942,-0.00053,0.0,-1.56633,2.0,-2.0,2.0,4.71,0.0056,-0.0062,0.0058,0.0102
0.02,1.9946,-1.9938,1.9943,0.00048,0.0,-1.56633,2.0,-2.0,2.0,4.71,0.0054,-0.0062,0.0057,0.01
0.02,1.9948,-1.9938,1.9943,-0.00053,0.0,-1.56633,2.0,-2.0,2.0,4.71,0.0052,-0.0062,0.0057,0.0099
0.02,1.9951,-1.9937,1.9943,0.00047,0.0,-1.56633,2.0,-2.0,2.0,4.71,0.0049,-0.0063,0.0057,0.0098
0.02,1.9953,-1.9937,1.9943,-0.00053,0.0,-1.56634,2.0,-2.0,2.0,4.71,0.0047,-0.0063,0.0057,0.0097
0.02,1.9955,-1.9937,1.9943,0.00048,0.0,-1.56634,2.0,-2.0,2.0,4.71,0.0045,-0.0063,0.0057,0.0096
0.02,1.9957,-1.9937,1.9943,-0.00053,0.0,-1.56634,2.0,-2.0,2.0,4.71,0.0043,-0.0063,0.0057,0.0095
0.02,1.9959,-1.9937,1.9943,0.00048,0.0,-1.56634,2.0,-2.0,2.0,4.71,0.0041,-0.0063,0.0057,0.0094
0.02,1.9961,-1.9938,1.9943,-0.00052,0.0,-1.56635,2.0,-2.0,2.0,4.71,0.0039,-0.0062,0.0057,0.0093
0.02,1.9963,-1.9938,1.9943,0.00048,0.0,-1.56635,2.0,-2.0,2.0,4.71,0.0037,-0.0062,0.0057,0.0092
0.02,1.9965,-1.9938,1.9943,-0.00052,0.0,-1.56635,2.0,-2.0,2.0,4.71,0.0035,-0.0062,0.0057,0.0091
0.02,1.9967,-1.9938,1.9943,0.00048,0.0,-1.56635,2.0,-2.0,2.0,4.71,0.0033,-0.0062,0.0057,0.009
0.02,1.9969,-1.9938,1.9944,-0.00052,0.0,-1.56636,2.0,-2.0,2.0,4.71,0.0031,-0.0062,0.0056,0.009
0.02,1.9971,-1.9938,1.9944,0.00048,0.0,-1.56636,2.0,-2.0,2.0,4.71,0.0029,-0.0062,0.0056,0.0089
0.02,1.9972,-1.9938,1.9944,-0.00052,0.0,-1.56636,2.0,-2.0,2.0,4.71,0.0028,-0.0062,0.0056,0.0088
0.02,1.9974,-1.9938,1.9944,0.00049,0.0,-1.56636,2.0,-2.0,2.0,4.71,0.0026,-0.0062,0.0056,0.0088
0.02,1.9976,-1.9938,1.9944,-0.00052,0.0,-1.56636,2.0,-2.0,2.0,4.71,0.0024,-0.0062,0.0056,0.0087
0.02,1.9977,-1.9938,1.9944,0.00049,0.0,-1.56637,2.0,-2.0,2.0,4.71,0.0023,-0.0062,0.0056,0.0087
0.02,1.9979,-1.9938,1.9944,-0.00052,0.0,-1.56637,2.0,-2.0,2.0,4.71,0.0021,-0.0062,0.0056,0.0086
0.02,1.998,-1.9938,1.9944,0.00049,0.0,-1.56637,2.0,-2.0,2.0,4.71,0.002,-0.0062,0.0056,0.0086
0.02,1.9982,-1.9938,1.9944,-0.00052,0.0,-1.56637,2.0,-2.0,2.0,4.71,0.0018,-0.0062,0.0056,0.0086
0.02,1.9983,-1.9938,1.9944,0.00049,0.0,-1.56638,2.0,-2.0,2.0,4.71,0.0017,-0.0062,0.0056,0.0085
0.02,1.9984,-1.9938,1.9945,-0.00052,0.0,-1.56638,2.0,-2.0,2.0,4.71,0.0016,-0.0062,0.0055,0.0085
0.02,1.9986,-1.9938,1.9945,0.00049,0.0,-1.56638,2.0,-2.0,2.0,4.71,0.0014,-0.0062,0.0055,0.0084
0.02,1.9985,-1.9938,1.9941,0.0065,5e-05,-1.56638,2.0,2.0,2.0,0.0,0.0015,3.9938,0.0059,3.9938
0.02,1.9981,-1.9937,1.9958,-0.01256,-0.00808,-1.51537,2.0,2.0,2.0,0.0,0.0019,3.9937,0.0042,3.9937
0.02,1.9982,-1.9933,1.9925,-0.00065,-0.00245,-1.41224,2.0,2.0,2.0,0.0,0.0018,3.9933,0.0075,3.9933
0.02,1.9984,-1.9928,1.9822,-0.00149,0.00167,-1.33666,2.0,2.0,2.0,0.0,0.0016,3.9928,0.0178,3.9928
0.02,1.9988,-1.9923,1.9741,-0.00317,0.00106,-1.24659,2.0,2.0,2.0,0.0,0.0012,3.9923,0.0259,3.9923
0.02,1.9994,-1.9917,1.9691,-0.00264,-0.00173,-1.16419,2.0,2.0,2.0,0.0,0.0006,3.9917,0.0309,3.9918
0.02,2.0,-1.991,1.9665,-0.00105,-0.00147,-1.07849,2.0,2.0,2.0,0.0,-0.0,3.991,0.0335,3.9911
0.02,2.0007,-1.9902,1.9661,-0.0006,-0.00012,-0.99437,2.0,2.0,2.0,0.0,-0.0007,3.9902,0.0339,3.9904
0.02,2.0014,-1.9895,1.9671,-0.00073,0.00028,-0.91413,2.0,2.0,2.0,0.0,-0.0014,3.9895,0.0329,3.9896
0.02,2.002,-1.9887,1.9688,-0.00046,0.00018,-0.84099,2.0,2.0,2.0,0.0,-0.002,3.9887,0.0312,3.9888
0.02,2.0027,-1.988,1.971,-3e-05,0.00027,-0.77368,2.0,2.0,2.0,0.0,-0.0027,3.988,0.029,3.9881
0.02,2.0034,-1.9873,1.9733,0.00025,0.00048,-0.71165,2.0,2.0,2.0,0.0,-0.0034,3.9873,0.0267,3.9873
0.02,2.0041,-1.9866,1.9757,0.00044,0.00057,-0.65463,2.0,2.0,2.0,0.0,-0.0041,3.9866,0.0243,3.9867
0.02,2.0047,-1.986,1.978,0.00063,0.00058,-0.60212,2.0,2.0,2.0,0.0,-0.0047,3.986,0.022,3.9861
0.02,2.0054,-1.9855,1.9802,0.00081,0.0006,-0.55382,2.0,2.0,2.0,0.0,-0.0054,3.9855,0.0198,3.9856
0.02,2.006,-1.9851,1.9823,0.00095,0.00061,-0.50936,2.0,2.0,2.0,0.0,-0.006,3.9851,0.0177,3.9851
0.02,2.0066,-1.9848,1.9842,0.00106,0.00061,-0.46845,2.0,2.0,2.0,0.0,-0.0066,3.9848,0.0158,3.9848
0.02,2.0072,-1.9845,1.986,0.00114,0.00058,-0.43079,2.0,2.0,2.0,0.0,-0.0072,3.9845,0.014,3.9846
0.02,2.0078,-1.9844,1.9875,0.0012,0.00056,-0.39613,2.0,2.0,2.0,0.0,-0.0078,3.9844,0.0125,3.9844
0.02,2.0084,-1.9844,1.989,0.00124,0.00052,-0.36423,2.0,2.0,2.0,0.0,-0.0084,3.9844,0.011,3.9844
0.02,2.0089,-1.9844,1.9902,0.00126,0.00049,-0.33487,2.0,2.0,2.0,0.0,-0.0089,3.9844,0.0098,3.9844
0.02,2.0094,-1.9845,1.9914,0.00126,0.00045,-0.30784,2.0,2.0,2.0,0.0,-0.0094,3.9845,0.0086,3.9845
0.02,2.0099,-1.9847,1.9924,0.00124,0.00041,-0.28296,2.0,2.0,2.0,0.0,-0.0099,3.9847,0.0076,3.9848
0.02,2.0104,-1.985,1.9934,0.00121,0.00037,-0.26005,2.0,2.0,2.0,0.0,-0.0104,3.985,0.0066,3.9851
0.02,2.0109,-1.9854,1.9942,0.00116,0.00033,-0.23897,2.0,2.0,2.0,0.0,-0.0109,3.9854,0.0058,3.9854
0.02,2.0113,-1.9857,1.9948,-0.01007,-0.01061,-0.2193,2.0,2.0,2.0,0.0,-0.0113,3.9857,0.0052,3.9857
0.02,2.0113,-1.9852,1.9949,-0.0199,0.0021,-0.20154,2.0,2.0,2.0,0.0,-0.0113,3.9852,0.0051,3.9852
0.02,2.0117,-1.9835,1.9946,-0.0239,0.00938,-0.18538,2.0,2.0,2.0,0.0,-0.0117,3.9835,0.0054,3.9835
0.02,2.0128,-1.9805,1.9944,-0.02853,0.01369,-0.17026,2.0,2.0,2.0,0.0,-0.0128,3.9805,0.0056,3.9805
0.02,2.0151,-1.9757,1.9945,-0.03479,0.02106,-0.15653,2.0,2.0,2.0,0.0,-0.0151,3.9757,0.0055,3.9758
0.02,2.0192,-1.9691,1.9947,-0.04044,0.02888,-0.14388,2.0,2.0,2.0,0.0,-0.0192,3.9691,0.0053,3.9691
0.02,2.0251,-1.9602,1.9948,-0.04556,0.0133,-0.13125,2.0,2.0,2.0,0.0,-0.0251,3.9602,0.0052,3.9603
0.02,2.0324,-1.9489,1.9944,-0.05036,0.02928,-0.12126,2.0,2.0,2.0,0.0,-0.0324,3.9489,0.0056,3.949
0.02,2.0416,-1.9347,1.9935,-0.05551,0.01581,-0.1103,2.0,2.0,2.0,0.0,-0.0416,3.9347,0.0065,3.935
0.02,2.0521,-1.9176,1.9924,-0.06087,0.02906,-0.10192,2.0,2.0,2.0,0.0,-0.0521,3.9176,0.0076,3.9179
0.02,2.0644,-1.8971,1.9914,-0.06415,0.01548,-0.09244,2.0,2.0,2.0,0.0,-0.0644,3.8971,0.0086,3.8977
0.02,2.0779,-1.8733,1.9906,-0.06613,0.02953,-0.08556,2.0,2.0,2.0,0.0,-0.0779,3.8733,0.0094,3.8741
0.02,2.093,-1.846,1.9898,-0.06822,0.01582,-0.07726,2.0,2.0,2.0,0.0,-0.093,3.846,0.0102,3.8471
0.02,2.1093,-1.8152,1.989,-0.06995,0.02959,-0.07167,2.0,2.0,2.0,0.0,-0.1093,3.8152,0.011,3.8168
0.02,2.127,-1.7809,1.9884,-0.07122,0.01588,-0.06445,2.0,2.0,2.0,0.0,-0.127,3.7809,0.0116,3.7831
0.02,2.1457,-1.7433,1.9878,-0.07163,0.02967,-0.05987,2.0,2.0,2.0,0.0,-0.1457,3.7433,0.0122,3.7461
0.02,2.1657,-1.7023,1.9873,-0.07189,0.0159,-0.05356,2.0,2.0,2.0,0.0,-0.1657,3.7023,0.0127,3.706
0.02,2.1866,-1.658,1.9868,-0.07169,0.0296,-0.04985,2.0,2.0,2.0,0.0,-0.1866,3.658,0.0132,3.6628
0.02,2.2087,-1.6107,1.9864,-0.07133,0.01579,-0.04433,2.0,2.0,2.0,0.0,-0.2087,3.6107,0.0136,3.6167
0.02,2.2313,-1.5603,1.9859,-0.07088,0.01912,-0.04049,2.0,2.0,2.0,0.0,-0.2313,3.5603,0.0141,3.5678
0.02,2.2544,-1.5071,1.9857,-0.07034,0.00646,-0.03607,2.0,2.0,2.0,0.0,-0.2544,3.5071,0.0143,3.5163
0.02,2.2774,-1.4512,1.9857,-0.06922,0.00085,-0.0322,2.0,2.0,2.0,0.0,-0.2774,3.4512,0.0143,3.4623
0.02,2.2999,-1.3926,1.9859,-0.06803,-0.00191,-0.02923,2.0,2.0,2.0,0.0,-0.2999,3.3926,0.0141,3.4059
0.02,2.3215,-1.3317,1.9866,-0.06679,-0.00834,-0.0259,2.0,2.0,2.0,0.0,-0.3215,3.3317,0.0134,3.3472
0.02,2.3418,-1.2685,1.9875,-0.06546,-0.01524,-0.02302,2.0,2.0,2.0,0.0,-0.3418,3.2685,0.0125,3.2863
0.02,2.3605,-1.2032,1.9884,-0.06393,-0.02078,-0.0204,2.0,2.0,2.0,0.0,-0.3605,3.2032,0.0116,3.2235
0.02,2.3772,-1.1361,1.9895,-0.06225,-0.0261,-0.01801,2.0,2.0,2.0,0.0,-0.3772,3.1361,0.0105,3.1587
0.02,2.3916,-1.0673,1.9904,-0.06052,-0.0317,-0.01578,2.0,2.0,2.0,0.0,-0.3916,3.0673,0.0096,3.0922
0.02,2.4033,-0.9969,1.9914,-0.05873,-0.03719,-0.01376,2.0,2.0,2.0,0.0,-0.4033,2.9969,0.0086,3.024
0.02,2.4122,-0.9252,1.9923,-0.0569,-0.04245,-0.0119,2.0,2.0,2.0,0.0,-0.4122,2.9252,0.0077,2.9541
0.02,2.418,-0.8524,1.993,-0.05505,-0.04762,-0.0102,2.0,2.0,2.0,0.0,-0.418,2.8524,0.007,2.8829
0.02,2.4204,-0.7785,1.9938,-0.05319,-0.05272,-0.00865,2.0,2.0,2.0,0.0,-0.4204,2.7785,0.0062,2.8102
0.02,2.4193,-0.7039,1.9941,-0.05134,-0.05699,-0.00725,2.0,2.0,2.0,0.0,-0.4193,2.7039,0.0059,2.7362
0.02,2.4148,-0.6286,1.9941,-0.04937,-0.03901,-0.00709,2.0,2.0,2.0,0.0,-0.4148,2.6286,0.0059,2.6611
0.02,2.4076,-0.5528,1.9933,-0.04751,-0.04364,-0.00559,2.0,2.0,2.0,0.0,-0.4076,2.5528,0.0067,2.5852
0.02,2.3981,-0.4767,1.9923,-0.04516,-0.03006,-0.00521,2.0,2.0,2.0,0.0,-0.3981,2.4767,0.0077,2.5085
0.02,2.3867,-0.4005,1.9915,-0.0435,-0.0315,-0.00418,2.0,2.0,2.0,0.0,-0.3867,2.4005,0.0085,2.4314
0.02,2.3738,-0.3241,1.9911,-0.0423,-0.0181,-0.00379,2.0,2.0,2.0,0.0,-0.3738,2.3241,0.0089,2.354
0.02,2.3601,-0.2478,1.9907,-0.04072,-0.01279,-0.00319,2.0,2.0,2.0,0.0,-0.3601,2.2478,0.0093,2.2765
0.02,2.3461,-0.1716,1.99,-0.03941,-0.004,-0.00272,2.0,2.0,2.0,0.0,-0.3461,2.1716,0.01,2.199
0.02,2.3323,-0.0957,1.9895,-0.03818,0.00326,-0.00214,2.0,2.0,2.0,0.0,-0.3323,2.0957,0.0105,2.1219
0.02,2.3192,-0.02,1.9891,-0.03689,0.0076,-0.0015,2.0,2.0,2.0,0.0,-0.3192,2.02,0.0109,2.0451
0.02,2.3069,0.0553,1.989,-0.03575,0.00852,-0.00085,2.0,2.0,2.0,0.0,-0.3069,1.9447,0.011,1.9688
0.02,2.2956,0.1301,1.989,-0.03476,0.00452,-6e-05,2.0,2.0,2.0,0.0,-0.2956,1.8699,0.011,1.8931
0.02,2.2851,0.2045,1.9891,-0.02744,0.00048,0.00058,2.0,2.0,2.0,0.0,-0.2851,1.7955,0.0109,1.818
0.02,2.2749,0.2779,1.9892,-0.02118,-0.00945,0.00131,2.0,2.0,2.0,0.0,-0.2749,1.7221,0.0108,1.7439
0.02,2.2645,0.35,1.9893,-0.01408,-0.00629,0.00167,2.0,2.0,2.0,0.0,-0.2645,1.65,0.0107,1.6711
0.02,2.2541,0.4203,1.9893,-0.00724,-0.00555,0.00208,2.0,2.0,2.0,0.0,-0.2541,1.5797,0.0107,1.6
0.02,2.244,0.4885,1.9895,-0.00082,0.00728,0.00243,2.0,2.0,2.0,0.0,-0.244,1.5115,0.0105,1.5311
0.02,2.2345,0.5542,1.9896,0.00897,0.00467,0.00276,2.0,2.0,2.0,0.0,-0.2345,1.4458,0.0104,1.4648
0.02,2.2255,0.6169,1.9893,0.01443,-0.00087,0.00295,2.0,2.0,2.0,0.0,-0.2255,1.3831,0.0107,1.4014
0.02,2.217,0.6765,1.989,0.01891,-0.00333,0.00321,2.0,2.0,2.0,0.0,-0.217,1.3235,0.011,1.3412
0.02,2.2086,0.7326,1.9888,0.01909,-0.00216,0.00365,2.0,2.0,2.0,0.0,-0.2086,1.2674,0.0112,1.2845
0.02,2.2003,0.7855,1.9888,0.01419,0.0017,0.00393,2.0,2.0,2.0,0.0,-0.2003,1.2145,0.0112,1.2309
0.02,2.1924,0.8356,1.9888,0.00813,0.00217,0.0042,2.0,2.0,2.0,0.0,-0.1924,1.1644,0.0112,1.1803
0.02,2.1849,0.8831,1.9889,0.00699,0.00432,0.00458,2.0,2.0,2.0,0.0,-0.1849,1.1169,0.0111,1.1321
0.02,2.1781,0.9283,1.9887,0.01075,0.0072,0.00508,2.0,2.0,2.0,0.0,-0.1781,1.0717,0.0113,1.0864
0.02,2.1718,0.9712,1.9883,0.01148,0.00109,0.0049,2.0,2.0,2.0,0.0,-0.1718,1.0288,0.0117,1.0431
0.02,2.1657,1.0118,1.9876,0.00654,-0.00988,0.00531,2.0,2.0,2.0,0.0,-0.1657,0.9882,0.0124,1.002
0.02,2.1595,1.0503,1.9869,0.00985,0.00589,0.00635,2.0,2.0,2.0,0.0,-0.1595,0.9497,0.0131,0.9631
0.02,2.1539,1.0869,1.9855,0.00745,0.01074,0.00662,2.0,2.0,2.0,0.0,-0.1539,0.9131,0.0145,0.9261
0.02,2.1487,1.1219,1.9838,-0.00388,-0.00599,0.00731,2.0,2.0,2.0,0.0,-0.1487,0.8781,0.0162,0.8907
0.02,2.1437,1.1559,1.9817,-0.00151,-0.00302,0.00745,2.0,2.0,2.0,0.0,-0.1437,0.8441,0.0183,0.8564
0.02,2.1386,1.1886,1.98,0.00918,-0.00407,0.00714,2.0,2.0,2.0,0.0,-0.1386,0.8114,0.02,0.8234
0.02,2.1334,1.2196,1.9792,0.01105,-0.00905,0.00753,2.0,2.0,2.0,0.0,-0.1334,0.7804,0.0208,0.792
0.02,2.1278,1.2489,1.9789,0.00779,-0.00169,0.00737,2.0,2.0,2.0,0.0,-0.1278,0.7511,0.0211,0.7622
0.02,2.1222,1.2766,1.9792,0.00473,0.00062,0.0071,2.0,2.0,2.0,0.0,-0.1222,0.7234,0.0208,0.734
0.02,2.1168,1.303,1.9798,0.0017,0.00201,0.00724,2.0,2.0,2.0,0.0,-0.1168,0.697,0.0202,0.707
0.02,2.1118,1.3283,1.9807,-0.0012,0.00581,0.0069,2.0,2.0,2.0,0.0,-0.1118,0.6717,0.0193,0.6812
0.02,2.1071,1.353,1.9814,-0.0049,-0.00558,0.00747,2.0,2.0,2.0,0.0,-0.1071,0.647,0.0186,0.6561
0.02,2.1025,1.3772,1.9814,-0.00706,0.00698,0.00671,2.0,2.0,2.0,0.0,-0.1025,0.6228,0.0186,0.6315
0.02,2.0983,1.4007,1.981,0.0032,-0.00614,0.00652,2.0,2.0,2.0,0.0,-0.0983,0.5993,0.019,0.6076
0.02,2.0939,1.4232,1.9809,0.01379,-0.00171,0.0065,2.0,2.0,2.0,0.0,-0.0939,0.5768,0.0191,0.5847
0.02,2.0897,1.4441,1.9812,0.01109,0.0049,0.00661,2.0,2.0,2.0,0.0,-0.0897,0.5559,0.0188,0.5634
0.02,2.0858,1.4636,1.9818,0.00281,0.00578,0.00653,2.0,2.0,2.0,0.0,-0.0858,0.5364,0.0182,0.5435
0.02,2.0824,1.4821,1.9825,-0.00183,0.00178,0.0065,2.0,2.0,2.0,0.0,-0.0824,0.5179,0.0175,0.5247
0.02,2.0792,1.5,1.9834,-0.00333,-0.00045,0.00655,2.0,2.0,2.0,0.0,-0.0792,0.5,0.0166,0.5065
0.02,2.0762,1.5174,1.9842,0.00066,-0.00442,0.00639,2.0,2.0,2.0,0.0,-0.0762,0.4826,0.0158,0.4889
0.02,2.073,1.5341,1.9848,0.00374,-0.00508,0.00631,2.0,2.0,2.0,0.0,-0.073,0.4659,0.0152,0.4718
0.02,2.0697,1.5501,1.9854,0.00457,0.00062,0.00647,2.0,2.0,2.0,0.0,-0.0697,0.4499,0.0146,0.4555
0.02,2.0665,1.5653,1.986,0.00359,0.00433,0.00643,2.0,2.0,2.0,0.0,-0.0665,0.4347,0.014,0.44
0.02,2.0636,1.5798,1.9865,0.00262,0.00221,0.0063,2.0,2.0,2.0,0.0,-0.0636,0.4202,0.0135,0.4252
0.02,2.0609,1.5934,1.9868,0.00325,-0.00184,0.0062,2.0,2.0,2.0,0.0,-0.0609,0.4066,0.0132,0.4113
0.02,2.0582,1.6065,1.9871,0.00021,-0.00226,0.00634,2.0,2.0,2.0,0.0,-0.0582,0.3935,0.0129,0.398
0.02,2.0555,1.6191,1.9872,-0.00368,0.00246,0.0061,2.0,2.0,2.0,0.0,-0.0555,0.3809,0.0128,0.3852
0.02,2.053,1.6314,1.9875,-0.00293,0.00039,0.00616,2.0,2.0,2.0,0.0,-0.053,0.3686,0.0125,0.3726
0.02,2.0507,1.6435,1.9877,-0.00141,0.00153,0.00593,2.0,2.0,2.0,0.0,-0.0507,0.3565,0.0123,0.3603
0.02,2.0485,1.6552,1.9877,-0.00039,-0.00012,0.00639,2.0,2.0,2.0,0.0,-0.0485,0.3448,0.0123,0.3484
