dt,pos_x,pos_y,pos_z,roll,pitch,yaw,tar_x,tar_y,tar_z,tar_yaw,err_x,err_y,err_z,overall_error
0.02,2.0517,-0.8089,1.9877,0.00351,-0.01545,-1.57729,2.0,-2.0,2.0,4.71,-0.0517,-1.1911,0.0123,1.1923
0.02,2.0497,-0.8586,1.9876,-0.01137,-0.01673,-1.5769,2.0,-2.0,2.0,4.71,-0.0497,-1.1414,0.0124,1.1426
0.02,2.0481,-0.9056,1.9865,0.00396,-0.00568,-1.5762,2.0,-2.0,2.0,4.71,-0.0481,-1.0944,0.0135,1.0956
0.02,2.0463,-0.9506,1.9845,0.01201,-0.00064,-1.57668,2.0,-2.0,2.0,4.71,-0.0463,-1.0494,0.0155,1.0506
0.02,2.0444,-0.9938,1.9825,-0.00735,-0.00098,-1.57726,2.0,-2.0,2.0,4.71,-0.0444,-1.0062,0.0175,1.0073
0.02,2.0427,-1.0354,1.9809,-0.00989,-0.00777,-1.57778,2.0,-2.0,2.0,4.71,-0.0427,-0.9646,0.0191,0.9657
0.02,2.0414,-1.0749,1.9799,0.00032,-0.01712,-1.57792,2.0,-2.0,2.0,4.71,-0.0414,-0.9251,0.0201,0.9263
0.02,2.0403,-1.1119,1.9795,0.0055,-0.01574,-1.57842,2.0,-2.0,2.0,4.71,-0.0403,-0.8881,0.0205,0.8893
0.02,2.039,-1.1466,1.9797,0.00136,-0.00756,-1.57844,2.0,-2.0,2.0,4.71,-0.039,-0.8534,0.0203,0.8546
0.02,2.0376,-1.1794,1.9802,0.00584,-0.00198,-1.57864,2.0,-2.0,2.0,4.71,-0.0376,-0.8206,0.0198,0.8217
0.02,2.0359,-1.2108,1.9809,0.00028,0.00035,-1.57895,2.0,-2.0,2.0,4.71,-0.0359,-0.7892,0.0191,0.7902
0.02,2.0342,-1.2411,1.9817,-0.00324,-0.00141,-1.57906,2.0,-2.0,2.0,4.71,-0.0342,-0.7589,0.0183,0.7599
0.02,2.0327,-1.2702,1.9825,-0.00254,-0.00554,-1.57914,2.0,-2.0,2.0,4.71,-0.0327,-0.7298,0.0175,0.7308
0.02,2.0315,-1.2979,1.9834,-0.00032,-0.00823,-1.57926,2.0,-2.0,2.0,4.71,-0.0315,-0.7021,0.0166,0.703
0.02,2.0302,-1.3242,1.9842,0.00415,-0.00472,-1.57923,2.0,-2.0,2.0,4.71,-0.0302,-0.6758,0.0158,0.6767
0.02,2.0288,-1.3493,1.9848,0.00674,-0.00171,-1.57914,2.0,-2.0,2.0,4.71,-0.0288,-0.6507,0.0152,0.6515
0.02,2.0272,-1.3734,1.9853,-0.00091,0.00039,-1.57943,2.0,-2.0,2.0,4.71,-0.0272,-0.6266,0.0147,0.6274
0.02,2.0257,-1.3965,1.9855,-0.00716,-0.00113,-1.57974,2.0,-2.0,2.0,4.71,-0.0257,-0.6035,0.0145,0.6042
0.02,2.0245,-1.4187,1.9856,-0.0046,-0.00429,-1.57943,2.0,-2.0,2.0,4.71,-0.0245,-0.5813,0.0144,0.582
0.02,2.0236,-1.4399,1.9856,0.00301,-0.00636,-1.57998,2.0,-2.0,2.0,4.71,-0.0236,-0.5601,0.0144,0.5608
0.02,2.023,-1.4598,1.9854,-0.00681,-0.01127,-1.57919,2.0,-2.0,2.0,4.71,-0.023,-0.5402,0.0146,0.5409
0.02,2.0224,-1.4781,1.9846,0.00888,-0.01322,-1.58003,2.0,-2.0,2.0,4.71,-0.0224,-0.5219,0.0154,0.5226
0.02,2.0215,-1.4951,1.9835,-0.00425,-0.00381,-1.58022,2.0,-2.0,2.0,4.71,-0.0215,-0.5049,0.0165,0.5056
0.02,2.0209,-1.5114,1.9828,-0.00212,0.00907,-1.58014,2.0,-2.0,2.0,4.71,-0.0209,-0.4886,0.0172,0.4893
0.02,2.0203,-1.5275,1.9827,0.00381,0.00809,-1.58008,2.0,-2.0,2.0,4.71,-0.0203,-0.4725,0.0173,0.4732
0.02,2.0196,-1.5435,1.9828,0.0035,0.00049,-1.58017,2.0,-2.0,2.0,4.71,-0.0196,-0.4565,0.0172,0.4572
0.02,2.0188,-1.5591,1.9832,0.00125,-0.00378,-1.58017,2.0,-2.0,2.0,4.71,-0.0188,-0.4409,0.0168,0.4417
0.02,2.018,-1.5739,1.9837,-0.00133,-0.00515,-1.58037,2.0,-2.0,2.0,4.71,-0.018,-0.4261,0.0163,0.4268
0.02,2.0172,-1.588,1.9843,9e-05,-0.00165,-1.58019,2.0,-2.0,2.0,4.71,-0.0172,-0.412,0.0157,0.4127
0.02,2.0163,-1.6014,1.9849,0.00492,-0.00279,-1.58022,2.0,-2.0,2.0,4.71,-0.0163,-0.3986,0.0151,0.3993
0.02,2.0154,-1.6142,1.9852,-0.00258,0.00271,-1.58065,2.0,-2.0,2.0,4.71,-0.0154,-0.3858,0.0148,0.3864
0.02,2.0146,-1.6267,1.9852,-0.00665,0.00492,-1.5806,2.0,-2.0,2.0,4.71,-0.0146,-0.3733,0.0148,0.3739
0.02,2.014,-1.6391,1.9848,0.00569,0.00568,-1.57986,2.0,-2.0,2.0,4.71,-0.014,-0.3609,0.0152,0.3615
0.02,2.0131,-1.6513,1.984,0.0122,-0.00219,-1.58016,2.0,-2.0,2.0,4.71,-0.0131,-0.3487,0.016,0.3493
0.02,2.0118,-1.6628,1.9835,-0.00307,-0.01085,-1.57997,2.0,-2.0,2.0,4.71,-0.0118,-0.3372,0.0165,0.3378
0.02,2.0105,-1.6734,1.9832,-0.00619,-0.0057,-1.57971,2.0,-2.0,2.0,4.71,-0.0105,-0.3266,0.0168,0.3272
0.02,2.0096,-1.6832,1.9832,-0.00365,0.00133,-1.58001,2.0,-2.0,2.0,4.71,-0.0096,-0.3168,0.0168,0.3174
0.02,2.0089,-1.6927,1.9836,-0.00387,0.00461,-1.57992,2.0,-2.0,2.0,4.71,-0.0089,-0.3073,0.0164,0.3079
0.02,2.0085,-1.7021,1.9842,0.00023,0.0047,-1.58,2.0,-2.0,2.0,4.71,-0.0085,-0.2979,0.0158,0.2985
0.02,2.0082,-1.7114,1.9849,0.00288,0.0016,-1.58005,2.0,-2.0,2.0,4.71,-0.0082,-0.2886,0.0151,0.2891
0.02,2.0078,-1.7205,1.9857,0.00339,-0.0016,-1.58008,2.0,-2.0,2.0,4.71,-0.0078,-0.2795,0.0143,0.28
0.02,2.0072,-1.7293,1.9863,0.00083,-0.0039,-1.57996,2.0,-2.0,2.0,4.71,-0.0072,-0.2707,0.0137,0.2712
0.02,2.0065,-1.7376,1.9868,0.0014,-0.00108,-1.57997,2.0,-2.0,2.0,4.71,-0.0065,-0.2624,0.0132,0.2628
0.02,2.0057,-1.7456,1.9872,0.00037,0.00171,-1.58007,2.0,-2.0,2.0,4.71,-0.0057,-0.2544,0.0128,0.2548
0.02,2.0051,-1.7534,1.9875,-0.0049,-0.00062,-1.57975,2.0,-2.0,2.0,4.71,-0.0051,-0.2466,0.0125,0.247
0.02,2.0046,-1.7609,1.9876,-0.00024,0.00158,-1.57991,2.0,-2.0,2.0,4.71,-0.0046,-0.2391,0.0124,0.2395
0.02,2.0041,-1.7682,1.9876,0.00181,0.00183,-1.57981,2.0,-2.0,2.0,4.71,-0.0041,-0.2318,0.0124,0.2321
0.02,2.0036,-1.7754,1.9878,-0.0015,-0.00183,-1.58004,2.0,-2.0,2.0,4.71,-0.0036,-0.2246,0.0122,0.225
0.02,2.0033,-1.7821,1.9882,-0.00248,-0.00317,-1.58003,2.0,-2.0,2.0,4.71,-0.0033,-0.2179,0.0118,0.2182
0.02,2.003,-1.7885,1.9886,0.00146,-0.00236,-1.58002,2.0,-2.0,2.0,4.71,-0.003,-0.2115,0.0114,0.2118
0.02,2.0027,-1.7945,1.9889,0.00204,7e-05,-1.58005,2.0,-2.0,2.0,4.71,-0.0027,-0.2055,0.0111,0.2058
0.02,2.0024,-1.8003,1.9893,-0.00108,0.00333,-1.57997,2.0,-2.0,2.0,4.71,-0.0024,-0.1997,0.0107,0.2
0.02,2.0022,-1.8061,1.9895,-0.00295,0.00144,-1.57993,2.0,-2.0,2.0,4.71,-0.0022,-0.1939,0.0105,0.1942
0.02,2.0022,-1.8116,1.9897,-0.0018,-0.0008,-1.58023,2.0,-2.0,2.0,4.71,-0.0022,-0.1884,0.0103,0.1887
0.02,2.0022,-1.817,1.99,0.00121,0.00055,-1.58024,2.0,-2.0,2.0,4.71,-0.0022,-0.183,0.01,0.1833
0.02,2.0022,-1.8222,1.9901,0.00311,0.00287,-1.57981,2.0,-2.0,2.0,4.71,-0.0022,-0.1778,0.0099,0.1781
0.02,2.0021,-1.8274,1.9898,0.00128,0.00279,-1.58045,2.0,-2.0,2.0,4.71,-0.0021,-0.1726,0.0102,0.1729
0.02,2.002,-1.8327,1.9894,-0.00631,0.00503,-1.58037,2.0,-2.0,2.0,4.71,-0.002,-0.1673,0.0106,0.1677
0.02,2.0021,-1.8381,1.9891,0.00011,0.00448,-1.58049,2.0,-2.0,2.0,4.71,-0.0021,-0.1619,0.0109,0.1623
0.02,2.0022,-1.8436,1.9889,0.00454,-0.0017,-1.58031,2.0,-2.0,2.0,4.71,-0.0022,-0.1564,0.0111,0.1568
0.02,2.0022,-1.8487,1.9884,0.00198,-0.00591,-1.57997,2.0,-2.0,2.0,4.71,-0.0022,-0.1513,0.0116,0.1517
0.02,2.002,-1.8535,1.9878,0.00368,-0.0016,-1.58004,2.0,-2.0,2.0,4.71,-0.002,-0.1465,0.0122,0.147
0.02,2.0015,-1.858,1.9876,0.00083,-0.00021,-1.58015,2.0,-2.0,2.0,4.71,-0.0015,-0.142,0.0124,0.1425
0.02,2.0011,-1.8622,1.9876,-0.00541,-0.00159,-1.57993,2.0,-2.0,2.0,4.71,-0.0011,-0.1378,0.0124,0.1383
0.02,2.001,-1.8662,1.9876,-0.00164,-0.0028,-1.58015,2.0,-2.0,2.0,4.71,-0.001,-0.1338,0.0124,0.1344
0.02,2.0008,-1.8698,1.9878,0.00182,-0.00105,-1.58011,2.0,-2.0,2.0,4.71,-0.0008,-0.1302,0.0122,0.1308
0.02,2.0006,-1.8733,1.9882,0.00076,0.00302,-1.58009,2.0,-2.0,2.0,4.71,-0.0006,-0.1267,0.0118,0.1272
0.02,2.0004,-1.8768,1.9884,0.00097,0.00163,-1.58062,2.0,-2.0,2.0,4.71,-0.0004,-0.1232,0.0116,0.1237
0.02,2.0001,-1.8802,1.9886,0.00059,-0.00035,-1.58012,2.0,-2.0,2.0,4.71,-0.0001,-0.1198,0.0114,0.1204
0.02,1.9998,-1.8834,1.9889,0.00138,-0.00164,-1.58036,2.0,-2.0,2.0,4.71,0.0002,-0.1166,0.0111,0.1171
0.02,1.9995,-1.8864,1.9892,-0.0038,-0.00398,-1.58005,2.0,-2.0,2.0,4.71,0.0005,-0.1136,0.0108,0.1141
0.02,1.9993,-1.8891,1.989,-0.00276,-0.00159,-1.58051,2.0,-2.0,2.0,4.71,0.0007,-0.1109,0.011,0.1114
0.02,1.9993,-1.8917,1.9888,-0.0012,0.00324,-1.58028,2.0,-2.0,2.0,4.71,0.0007,-0.1083,0.0112,0.1089
0.02,1.9994,-1.8944,1.9888,0.00089,0.00486,-1.58034,2.0,-2.0,2.0,4.71,0.0006,-0.1056,0.0112,0.1062
0.02,1.9995,-1.8972,1.9887,0.00251,0.00133,-1.58079,2.0,-2.0,2.0,4.71,0.0005,-0.1028,0.0113,0.1034
0.02,1.9995,-1.9,1.9882,0.00137,-0.00014,-1.58082,2.0,-2.0,2.0,4.71,0.0005,-0.1,0.0118,0.1007
0.02,1.9995,-1.9029,1.9878,-0.00179,0.00074,-1.58084,2.0,-2.0,2.0,4.71,0.0005,-0.0971,0.0122,0.0979
0.02,1.9995,-1.9057,1.9873,-0.00187,0.00025,-1.58115,2.0,-2.0,2.0,4.71,0.0005,-0.0943,0.0127,0.0952
0.02,1.9995,-1.9084,1.9866,0.00026,-0.00149,-1.58126,2.0,-2.0,2.0,4.71,0.0005,-0.0916,0.0134,0.0926
0.02,1.9995,-1.911,1.9864,0.00058,-0.00089,-1.58066,2.0,-2.0,2.0,4.71,0.0005,-0.089,0.0136,0.0901
0.02,1.9995,-1.9135,1.9867,0.00072,0.00035,-1.58083,2.0,-2.0,2.0,4.71,0.0005,-0.0865,0.0133,0.0875
0.02,1.9995,-1.916,1.9871,-0.00233,0.00385,-1.58084,2.0,-2.0,2.0,4.71,0.0005,-0.084,0.0129,0.085
0.02,1.9996,-1.9186,1.9876,-0.00081,0.00321,-1.58078,2.0,-2.0,2.0,4.71,0.0004,-0.0814,0.0124,0.0823
0.02,1.9997,-1.9213,1.988,0.00043,-0.00138,-1.58072,2.0,-2.0,2.0,4.71,0.0003,-0.0787,0.012,0.0796
0.02,1.9998,-1.9237,1.9885,0.00056,-0.00337,-1.58053,2.0,-2.0,2.0,4.71,0.0002,-0.0763,0.0115,0.0771
0.02,1.9998,-1.926,1.9888,0.00044,-0.00143,-1.58073,2.0,-2.0,2.0,4.71,0.0002,-0.074,0.0112,0.0748
0.02,1.9999,-1.9282,1.9891,0.00053,-3e-05,-1.58049,2.0,-2.0,2.0,4.71,0.0001,-0.0718,0.0109,0.0726
0.02,1.9998,-1.9303,1.9893,0.0023,0.0025,-1.58017,2.0,-2.0,2.0,4.71,0.0002,-0.0697,0.0107,0.0705
0.02,1.9997,-1.9324,1.9895,0.00138,0.00283,-1.58022,2.0,-2.0,2.0,4.71,0.0003,-0.0676,0.0105,0.0684
0.02,1.9995,-1.9345,1.9899,-4e-05,0.00017,-1.58009,2.0,-2.0,2.0,4.71,0.0005,-0.0655,0.0101,0.0662
0.02,1.9992,-1.9366,1.9902,-0.00055,-0.00171,-1.58039,2.0,-2.0,2.0,4.71,0.0008,-0.0634,0.0098,0.0642
0.02,1.999,-1.9385,1.9901,0.00089,-0.00018,-1.57981,2.0,-2.0,2.0,4.71,0.001,-0.0615,0.0099,0.0623
0.02,1.9987,-1.9405,1.9899,7e-05,0.00054,-1.58016,2.0,-2.0,2.0,4.71,0.0013,-0.0595,0.0101,0.0604
0.02,1.9984,-1.9424,1.9899,-0.00388,0.00266,-1.5803,2.0,-2.0,2.0,4.71,0.0016,-0.0576,0.0101,0.0585
0.02,1.9983,-1.9444,1.9896,0.00064,0.00468,-1.57986,2.0,-2.0,2.0,4.71,0.0017,-0.0556,0.0104,0.0566
0.02,1.9981,-1.9465,1.9895,0.00196,-0.00029,-1.58026,2.0,-2.0,2.0,4.71,0.0019,-0.0535,0.0105,0.0545
0.02,1.9979,-1.9485,1.9894,-0.0008,-0.00475,-1.57969,2.0,-2.0,2.0,4.71,0.0021,-0.0515,0.0106,0.0526
0.02,1.9978,-1.9502,1.9894,-0.00214,-0.00189,-1.57997,2.0,-2.0,2.0,4.71,0.0022,-0.0498,0.0106,0.0509
0.02,1.9977,-1.9519,1.9893,0.00122,0.00181,-1.57966,2.0,-2.0,2.0,4.71,0.0023,-0.0481,0.0107,0.0493
0.02,1.9976,-1.9535,1.9889,0.00212,0.00148,-1.57928,2.0,-2.0,2.0,4.71,0.0024,-0.0465,0.0111,0.0478
0.02,1.9974,-1.9552,1.9887,-0.00072,0.00065,-1.57953,2.0,-2.0,2.0,4.71,0.0026,-0.0448,0.0113,0.0463
0.02,1.9973,-1.9568,1.9889,-0.00199,-0.00049,-1.57958,2.0,-2.0,2.0,4.71,0.0027,-0.0432,0.0111,0.0447
0.02,1.9971,-1.9583,1.9891,-0.00072,-0.0016,-1.57968,2.0,-2.0,2.0,4.71,0.0029,-0.0417,0.0109,0.0432
0.02,1.997,-1.9597,1.9891,0.00048,-0.00169,-1.57927,2.0,-2.0,2.0,4.71,0.003,-0.0403,0.0109,0.0419
0.02,1.9968,-1.961,1.9892,0.00012,-0.00108,-1.57955,2.0,-2.0,2.0,4.71,0.0032,-0.039,0.0108,0.0406
0.02,1.9967,-1.9621,1.9895,0.00053,-0.00049,-1.57966,2.0,-2.0,2.0,4.71,0.0033,-0.0379,0.0105,0.0394
0.02,1.9965,-1.9632,1.99,-0.00055,-0.0002,-1.57972,2.0,-2.0,2.0,4.71,0.0035,-0.0368,0.01,0.0383
0.02,1.9964,-1.9643,1.99,-2e-05,0.0006,-1.58031,2.0,-2.0,2.0,4.71,0.0036,-0.0357,0.01,0.0372
0.02,1.9963,-1.9653,1.9902,-0.00055,0.00085,-1.58019,2.0,-2.0,2.0,4.71,0.0037,-0.0347,0.0098,0.0362
0.02,1.9962,-1.9663,1.9906,0.00011,0.00026,-1.58036,2.0,-2.0,2.0,4.71,0.0038,-0.0337,0.0094,0.0351
0.02,1.9961,-1.9673,1.991,0.00103,-0.00059,-1.58005,2.0,-2.0,2.0,4.71,0.0039,-0.0327,0.009,0.0341
0.02,1.996,-1.9682,1.9911,-0.00035,-0.00049,-1.58042,2.0,-2.0,2.0,4.71,0.004,-0.0318,0.0089,0.0333
0.02,1.9959,-1.969,1.9911,0.00019,-0.00036,-1.58012,2.0,-2.0,2.0,4.71,0.0041,-0.031,0.0089,0.0325
0.02,1.9957,-1.9698,1.9911,-0.00038,-0.0003,-1.58034,2.0,-2.0,2.0,4.71,0.0043,-0.0302,0.0089,0.0318
0.02,1.9956,-1.9706,1.9912,0.00044,0.0001,-1.58025,2.0,-2.0,2.0,4.71,0.0044,-0.0294,0.0088,0.031
0.02,1.9955,-1.9713,1.9913,-0.00026,0.00064,-1.5801,2.0,-2.0,2.0,4.71,0.0045,-0.0287,0.0087,0.0304
0.02,1.9954,-1.972,1.9915,-0.00011,0.00122,-1.58005,2.0,-2.0,2.0,4.71,0.0046,-0.028,0.0085,0.0296
0.02,1.9952,-1.9728,1.9915,-0.0001,0.00092,-1.57971,2.0,-2.0,2.0,4.71,0.0048,-0.0272,0.0085,0.0289
0.02,1.9951,-1.9735,1.9916,0.00069,0.00014,-1.57982,2.0,-2.0,2.0,4.71,0.0049,-0.0265,0.0084,0.0282
0.02,1.9949,-1.9743,1.9919,-0.00036,-0.00141,-1.57994,2.0,-2.0,2.0,4.71,0.0051,-0.0257,0.0081,0.0274
0.02,1.9948,-1.975,1.9921,-0.00127,-0.00063,-1.57993,2.0,-2.0,2.0,4.71,0.0052,-0.025,0.0079,0.0267
0.02,1.9947,-1.9757,1.9923,-0.00013,-0.00093,-1.58001,2.0,-2.0,2.0,4.71,0.0053,-0.0243,0.0077,0.0261
0.02,1.9946,-1.9763,1.992,-8e-05,0.00034,-1.57949,2.0,-2.0,2.0,4.71,0.0054,-0.0237,0.008,0.0256
0.02,1.9945,-1.9768,1.9919,-0.00113,0.00064,-1.57976,2.0,-2.0,2.0,4.71,0.0055,-0.0232,0.0081,0.0252
0.02,1.9944,-1.9774,1.9921,0.00051,0.0003,-1.57972,2.0,-2.0,2.0,4.71,0.0056,-0.0226,0.0079,0.0246
0.02,1.9943,-1.978,1.9924,0.00016,-0.00024,-1.57986,2.0,-2.0,2.0,4.71,0.0057,-0.022,0.0076,0.024
0.02,1.9942,-1.9785,1.9925,0.0001,-0.00032,-1.57981,2.0,-2.0,2.0,4.71,0.0058,-0.0215,0.0075,0.0235
0.02,1.9941,-1.979,1.9926,-0.00111,-0.0,-1.57996,2.0,-2.0,2.0,4.71,0.0059,-0.021,0.0074,0.0231
0.02,1.9941,-1.9794,1.9927,0.0003,0.00027,-1.58,2.0,-2.0,2.0,4.71,0.0059,-0.0206,0.0073,0.0226
0.02,1.994,-1.9799,1.9926,-0.00016,0.00055,-1.57977,2.0,-2.0,2.0,4.71,0.006,-0.0201,0.0074,0.0222
0.02,1.994,-1.9804,1.9923,-0.00038,0.00162,-1.58025,2.0,-2.0,2.0,4.71,0.006,-0.0196,0.0077,0.0219
0.02,1.994,-1.981,1.9923,-0.0011,0.00058,-1.58025,2.0,-2.0,2.0,4.71,0.006,-0.019,0.0077,0.0214
0.02,1.994,-1.9815,1.9925,0.00017,-0.00158,-1.58049,-2.0,-2.0,2.0,3.14,-3.994,-0.0185,0.0075,3.9941
0.02,1.9941,-1.9821,1.9967,-0.00559,0.0112,-1.62856,-2.0,-2.0,2.0,3.14,-3.9941,-0.0179,0.0033,3.9941
0.02,1.9943,-1.9831,1.9972,-0.00519,0.00043,-1.7327,-2.0,-2.0,2.0,3.14,-3.9943,-0.0169,0.0028,3.9944
0.02,1.9948,-1.9843,1.9897,-0.00098,0.00326,-1.80803,-2.0,-2.0,2.0,3.14,-3.9948,-0.0157,0.0103,3.9949
0.02,1.9953,-1.9857,1.9826,-0.00022,0.00333,-1.89852,-2.0,-2.0,2.0,3.14,-3.9953,-0.0143,0.0174,3.9954
0.02,1.9958,-1.9872,1.9783,-0.00134,0.00221,-1.98099,-2.0,-2.0,2.0,3.14,-3.9958,-0.0128,0.0217,3.9959
0.02,1.9963,-1.9889,1.9759,-0.00103,0.0009,-2.06683,-2.0,-2.0,2.0,3.14,-3.9963,-0.0111,0.0241,3.9964
0.02,1.9968,-1.9905,1.9753,-0.00016,0.0004,-2.15102,-2.0,-2.0,2.0,3.14,-3.9968,-0.0095,0.0247,3.9969
0.02,1.9972,-1.9922,1.9757,0.00026,0.0003,-2.23117,-2.0,-2.0,2.0,3.14,-3.9972,-0.0078,0.0243,3.9973
0.02,1.9977,-1.9938,1.9768,0.00046,5e-05,-2.30417,-2.0,-2.0,2.0,3.14,-3.9977,-0.0062,0.0232,3.9977
0.02,1.998,-1.9953,1.9783,0.00073,-0.00028,-2.3714,-2.0,-2.0,2.0,3.14,-3.998,-0.0047,0.0217,3.9981
0.02,1.9984,-1.9967,1.9799,0.00103,-0.0005,-2.43333,-2.0,-2.0,2.0,3.14,-3.9984,-0.0033,0.0201,3.9984
0.02,1.9987,-1.998,1.9816,0.00129,-0.00062,-2.49026,-2.0,-2.0,2.0,3.14,-3.9987,-0.002,0.0184,3.9988
0.02,1.999,-1.9991,1.9833,0.00148,-0.00072,-2.54268,-2.0,-2.0,2.0,3.14,-3.999,-0.0009,0.0167,3.999
0.02,1.9993,-2.0001,1.985,0.00164,-0.00081,-2.59089,-2.0,-2.0,2.0,3.14,-3.9993,0.0001,0.015,3.9993
0.02,1.9995,-2.001,1.9865,0.00178,-0.00087,-2.63527,-2.0,-2.0,2.0,3.14,-3.9995,0.001,0.0135,3.9995
0.02,1.9997,-2.0017,1.9879,0.00188,-0.00091,-2.6761,-2.0,-2.0,2.0,3.14,-3.9997,0.0017,0.0121,3.9997
0.02,1.9999,-2.0022,1.9892,0.00195,-0.00093,-2.71368,-2.0,-2.0,2.0,3.14,-3.9999,0.0022,0.0108,3.9999
0.02,2.0001,-2.0025,1.9904,0.00199,-0.00094,-2.74827,-2.0,-2.0,2.0,3.14,-4.0001,0.0025,0.0096,4.0002
0.02,2.0004,-2.0027,1.9915,0.002,-0.00093,-2.7801,-2.0,-2.0,2.0,3.14,-4.0004,0.0027,0.0085,4.0004
0.02,2.0006,-2.0028,1.9924,0.00199,-0.00092,-2.8094,-2.0,-2.0,2.0,3.14,-4.0006,0.0028,0.0076,4.0006
0.02,2.0008,-2.0027,1.9933,0.00196,-0.0009,-2.83637,-2.0,-2.0,2.0,3.14,-4.0008,0.0027,0.0067,4.0008
0.02,2.001,-2.0024,1.9941,0.00191,-0.00088,-2.86119,-2.0,-2.0,2.0,3.14,-4.001,0.0024,0.0059,4.001
0.02,2.0013,-2.002,1.9948,0.00184,-0.00085,-2.88404,-2.0,-2.0,2.0,3.14,-4.0013,0.002,0.0052,4.0013
0.02,2.0015,-2.0016,1.9954,0.00175,-0.00082,-2.90507,-2.0,-2.0,2.0,3.14,-4.0015,0.0016,0.0046,4.0015
0.02,2.0016,-2.0008,1.9959,0.01298,0.00999,-2.92422,-2.0,-2.0,2.0,3.14,-4.0016,0.0008,0.0041,4.0016
0.02,2.0009,-1.9997,1.996,0.0004,0.02005,-2.94215,-2.0,-2.0,2.0,3.14,-4.0009,-0.0003,0.004,4.0009
0.02,1.9991,-1.9987,1.9956,-0.00674,0.02392,-2.95886,-2.0,-2.0,2.0,3.14,-3.9991,-0.0013,0.0044,3.9991
0.02,1.9958,-1.9983,1.9953,-0.01104,0.0286,-2.97382,-2.0,-2.0,2.0,3.14,-3.9958,-0.0017,0.0047,3.9958
